X1,X2,Y
-0.2188791131,-1.054567255,0
-0.1516910961,0.1296295,0
-0.7419017506,0.3569920237,1
0.9010587898,0.1729200002,1
0.1229465746,0.54079779,1
0.9381478657,0.8935916489,1
-1.094769645,-0.4003477547,0
0.04992688672,0.1100458653,0
-0.2969678541,0.1314388178,0
0.3737185854,0.3947752586,1
1.289337124,1.590098761,1
1.375476047,1.171115634,1
0.9506904667,0.8289014277,1
1.568788163,1.3129908,1
0.586703012,0.6472504296,1
0.399952061,-0.840432423,0
-0.04222376901,-0.0794888271,0
0.0006683471114,-0.3094505012,1
-0.8013522813,-0.2366913854,0
2.165401775,0.8043453934,1
2.576339121,1.58372866,1
1.713253714,0.6460677457,1
-0.5831885868,0.5572473249,0
1.427723505,1.538896792,0
0.6125490017,-0.417094028,0
1.335646634,0.8292590598,1
2.84230959,1.190215055,1
-0.85997548,-0.3039806978,0
0.7729859094,0.6798376798,0
0.1853991428,-0.5466762953,1
-0.6066299672,-0.7901176846,0
3.602061584,1.376447931,1
0.5023635025,-0.024527237,0
2.849187262,1.16346621,1
0.5435807643,0.6701730615,0
0.4024198946,0.3124556579,0
-0.6260976506,-0.7486264671,0
1.977742259,0.8290580957,1
0.02531009824,-1.172180779,0
1.080476309,1.550095479,1
-0.2611276818,-0.1215293147,0
0.8992219884,0.9459125709,1
0.02492824448,0.409049689,0
0.1228813061,0.04340677659,0
-0.05071901905,-1.216314809,0
-0.5568477903,-0.5573888894,1
0.5419419851,0.4477783204,0
-0.1230203627,-0.03125555152,0
-2.317318321,-0.6384718047,1
-1.587884808,-0.7949230735,0
-0.4734562371,0.6843045484,0
1.278596293,0.1094758457,0
0.6077154631,0.5626977495,0
-0.6871512087,-0.858042541,0
0.8093004407,0.8616915483,1
1.104543176,0.1757206157,0
0.3836672793,-0.6864552933,1
-1.085955461,-1.286135668,0
1.880548562,0.7042409099,1
2.116068715,1.837352688,1
-0.6048964061,0.06824736738,0
0.4876128008,0.4672489922,0
-0.04059989853,-0.05283277631,0
0.4093329253,-0.3584913921,1
1.168732271,0.1179633581,0
0.3360296729,-0.1078608815,1
0.7560032023,0.05682175461,0
0.0680762865,-0.2943467179,0
-0.1724966188,-0.5619550824,0
-0.5552259084,-0.2745723382,0
0.01338473229,-0.3689357059,1
0.7500977575,0.9408665814,1
0.4875819266,0.8045777547,1
1.092516451,0.8467683244,1
-0.1974502095,0.1440654829,1
0.8483250502,-0.3519381524,1
0.4059629389,1.348394178,0
-0.6732739985,-0.4774335293,0
0.7409824341,0.7673480192,0
0.8495651346,0.8412675523,0
-0.2071494514,-0.6241782447,1
0.2415942976,-0.1931267518,1
-0.3404283379,0.02874087756,1
1.423079444,-0.06149712291,1
0.1278780242,0.0192514728,0
-1.601127023,-1.998114796,0
0.3479547533,0.1790445552,1
0.3083218385,0.8417617442,0
1.112951968,0.5552733565,1
1.210153714,-0.1265503018,0
-0.1519195654,-0.3523917085,1
0.9911032316,0.8031097859,1
-1.001759986,-0.4174831776,0
0.1101535175,0.2810430706,0
-0.1810538774,-0.1766571224,0
0.2717579069,-0.2470004427,0
0.590847945,0.3581347551,1
0.7623277769,0.4151352039,0
-0.7146800889,0.1562463863,0
-0.01527194748,-0.2425720006,1
0.2252249899,0.1369836315,0
2.853869844,1.354325737,1
-1.521321382,0.3763212163,0
-1.144552417,-0.9487746739,0
0.231553624,-0.07653572922,0
1.127225091,0.0848964653,0
1.306434451,1.305134721,1
-0.6079967065,0.3849791295,0
0.4202954941,0.1016987021,0
0.5163320185,0.8509629182,0
-0.6801896518,-0.1760440272,0
1.824845545,1.263433109,1
-0.03451674371,-0.514685148,0
-1.749697266,-0.7941597889,0
-0.1348301839,0.8687702686,0
-0.5690627579,0.4541949157,0
1.304891878,1.055095834,0
-0.3289512723,0.3110559916,1
0.5168765911,1.474942522,1
0.2572067957,0.5214865223,0
2.419038271,0.8786775412,0
2.954924459,2.083967722,1
-0.04523751438,-0.05977218296,0
0.3492926816,0.4190342202,0
0.6019848544,0.3602393886,0
-0.01243549129,-0.3606107397,1
0.0101423862,0.159321559,0
1.35621756,1.161546057,0
1.141613423,0.9401845296,1
2.949804797,1.714867624,1
0.5543613266,0.1768588742,1
0.9113475208,-0.3738098601,1
-0.08070147987,-0.06404817409,0
-1.301343988,-0.3735276114,0
1.105971253,-0.5264205906,0
0.6662530176,0.2996243862,1
1.258115864,0.5816489607,1
0.4016237659,-0.2565214925,1
2.725163322,1.742790021,1
2.232655984,1.588423906,1
1.05835096,1.436245092,1
-0.2241941167,-0.1261961033,1
0.7439519131,1.017731878,0
2.082975696,0.6318606832,1
0.07268603389,-0.1492521704,1
-0.1433940188,0.2680435658,0
0.07684746612,-0.2895935564,0
2.086977491,0.9624006184,1
-0.1513448167,0.3441056065,0
0.9620431222,0.4779978917,0
-0.7728963,-0.8462672056,0
-0.05542778478,-0.3224900301,1
1.831521142,0.7790622198,0
-0.3124419996,0.1375532589,1
0.2487663303,-0.03807842892,1
1.784952924,-0.3320371145,1
0.4693467827,0.6278105104,1
0.4426895574,0.5440667917,1
-0.1975217053,-0.6315318666,0
-2.155974778,-1.64463933,0
2.120598463,1.735845802,1
0.1758842576,-0.0323562153,0
-0.8114404912,-0.02893238835,0
-1.716303519,-1.205137375,0
-1.365356781,-0.355040594,0
-0.5943028225,-0.7585778957,1
1.227260637,0.8247728343,1
1.237242066,0.7970687214,1
0.6121587017,-0.7262175409,0
0.7325869376,0.4282821521,0
0.6281638805,-0.04522528124,0
1.537842666,1.315423935,0
2.195241458,1.215218619,1
0.9583941484,0.3555469611,0
0.2367795967,0.8778165211,0
0.7207388433,-0.5912390175,0
-0.4106051785,0.7583436119,0
0.779000724,1.327225666,1
2.721414775,1.165862771,1
-0.5571150482,0.1656412674,0
-0.6307188801,-0.07267725213,0
0.6379273097,-0.9236310557,1
0.4506945104,0.1695859509,1
-0.4645479243,-0.8647976523,0
0.2422984382,-0.5569634695,0
0.2750329706,-0.005718660097,0
1.911092526,0.8296534198,1
2.188077216,1.701946952,0
0.6316596758,-0.06041729665,1
0.9344379219,0.2698107911,1
-0.8379491698,0.2646925582,1
-1.292307591,-0.7380046662,0
-0.1462111768,-0.329677245,0
1.463582314,1.160219147,1
0.4913827762,0.5110074975,0
1.617080226,0.8585046333,1
1.257466607,1.090759206,0
2.705687811,0.7290079729,1
-0.243396409,-0.4126399171,0
-0.8021261291,0.5981054251,0
1.65488776,-0.6897846617,1
1.933823896,0.6305024568,1
0.1358315818,-0.5238026693,0
-0.1789955348,-0.05398861027,0
0.4958338438,0.5503864169,1
0.9577645559,1.032363251,1
0.6900683838,0.13984225,0
-0.6682619191,-0.7955240346,0
-0.8009548055,-1.12611228,0
0.5995931989,0.3237590768,0
-0.8480446947,0.6396269862,0
0.1511637534,-0.2182666101,0
1.098211883,0.5132156719,1
1.000410763,0.5683013247,1
0.3573419075,-0.03275256789,1
1.73390595,1.578576454,0
1.398330988,1.303826582,1
0.4855926546,0.651929897,1
1.330936915,1.145735463,1
1.832225086,0.5734952319,0
0.08951275777,-0.5291934678,0
2.533351885,0.9280067847,1
-1.147753936,-0.4336703229,0
0.1488508323,-0.08786159461,1
-1.140400558,-0.2856545555,1
2.975763657,1.541991516,1
-0.7018564637,-1.020588351,1
0.1742034755,0.7074905476,0
1.737638298,0.6131578273,0
1.971163132,1.378732615,1
0.3762926647,-0.2356568659,0
2.283123624,0.7010393837,1
0.3316122311,-0.298696123,1
0.5176860125,-0.457079276,0
-0.1126479696,-0.7602579296,0
0.8667540787,0.6236863138,1
0.1905883876,-0.3684595909,0
1.175320487,0.7606246392,0
1.566539716,0.8341508641,0
0.7329851298,0.8065223328,1
-0.08869234814,-0.5535860877,1
-0.8195799336,0.1206321397,0
2.94779486,1.020971475,1
1.480776447,-0.6308216569,0
-0.09128099416,0.04948720342,1
1.661009126,0.3929138869,0
-0.7116591926,0.3940793693,0
1.664605261,0.9827970978,1
-0.7124078001,-0.3987975845,0
2.162870003,1.182219559,0
0.4298590779,-0.03375596991,1
-1.049809958,0.317234719,0
-0.4565244686,-0.502322803,0
3.626877291,2.045090702,1
1.2605544,0.2207955914,1
-1.02821484,-0.5132780062,0
0.2116193327,-0.5126999381,1
-1.747679468,-0.7595375668,0
1.540132358,0.8024749352,1
-1.250542881,-0.3508485171,0
1.105658698,0.7868948571,0
0.7900855646,0.409599485,0
0.8999809898,1.469736123,1
2.236121197,1.108916499,1
0.925589397,0.4823791245,0
0.1569105231,0.03584206897,0
0.2318508357,0.2172264175,1
1.413534003,0.5637305939,1
1.407698182,0.5197160523,1
0.49145493,0.6217582824,0
1.079032411,0.5153169252,1
1.327154185,1.190579226,1
0.3021498154,-0.7958678094,0
2.362091164,1.942454646,1
-1.274100303,-0.1894255323,0
-1.00158847,-0.5265132402,0
1.07513,0.4987976676,1
0.2400116431,0.4403470735,1
1.210872664,0.09225690635,1
-1.113154853,-0.5373759359,0
0.04461976346,0.09989045046,1
2.060495992,0.008246939891,0
0.7706673821,0.5593180467,1
-1.171241664,-1.261744466,0
-0.1148227228,0.4840717367,0
1.036420964,1.187240284,0
2.205530502,1.858041533,1
-0.4610716088,-0.3917532867,1
0.232956707,-0.05173486206,1
0.2227068345,-0.8767874157,0
-0.03397418889,0.3231113722,0
-1.600006238,-1.554331341,0
-0.4379900029,-0.9435627418,1
-1.06760322,-0.6856704923,0
-1.770887746,-1.438308311,0
-0.4584711144,-0.7101079659,0
2.194496702,1.120795985,1
0.3341567655,0.6078135981,1
2.08225561,1.310876789,1
0.02969658407,0.109570073,0
0.8166178932,0.9817644234,1
