X1,X2,Y
1.384203093,-1.117638596,0
0.9717694689,-1.040159394,0
0.5724294464,0.586741479,0
-0.6377319631,-1.010380505,0
-0.7857751523,-0.2493272567,0
-0.1385788851,-0.6908224928,1
-0.2342655694,1.541266269,1
0.9985959619,1.57874948,1
-0.7274167024,-0.1845688746,0
2.199225634,1.193557904,1
0.4210384084,1.795741009,1
0.09425583737,0.1666766951,0
0.7353562316,1.780853008,1
-0.4038574374,-0.1679766307,1
1.089440832,0.3786942373,0
1.695482085,1.193451383,1
1.810522089,2.201984943,1
1.59494666,1.030372856,1
0.240514965,0.9026391722,1
0.2599510348,0.4428673086,1
1.451987641,2.491228645,1
2.542919566,-1.356183314,1
1.385978898,1.511170524,1
1.978466677,0.9796175564,1
0.4741276677,0.8163877776,1
1.09785091,-0.3293224391,0
0.5805316079,0.9441449959,1
0.2401592712,0.4785462707,0
0.6338389046,0.2049608638,1
0.8891561737,0.1350272278,0
0.9027619893,0.3507608733,0
-1.47678108,-0.9537508293,0
2.325297834,1.50387162,1
3.376409193,1.35892274,1
0.644667317,0.2010349951,1
0.8731984283,-0.1880808098,1
2.239429794,0.1878871225,1
0.06676745531,0.135376897,0
0.99602569,0.9240684576,1
2.896968734,2.393923414,1
-0.3542971614,0.6328709545,1
-0.7889631301,-0.889098783,0
1.417822994,1.657020629,1
-1.619544594,-0.9800251205,0
-0.3730091834,-0.7908346218,0
-0.3821656301,-0.7777451037,0
0.9617738202,-2.997353218,0
1.692853035,1.566866665,1
-0.6832272488,1.939980995,1
-0.6931233417,0.9166865973,0
0.3099437159,2.885428367,1
0.7834241232,2.507030593,1
-0.09754718961,0.6660333332,1
1.451647942,2.109240368,1
0.3058129307,0.9023596867,1
1.588621936,0.5740302338,1
-0.002854243832,-0.7555777465,0
-0.973075139,-0.2676239386,0
1.388277303,0.3289722498,0
2.417726634,2.581137991,1
1.290345315,1.728645078,1
0.7607937872,0.2286916649,1
-1.056292813,-1.044128541,0
2.07111337,1.568544057,1
1.822639535,1.902374363,1
0.186004055,2.227476074,1
-0.6868127337,-0.2687511304,0
0.4569204642,0.4695028578,0
-0.1754437474,1.855826656,1
0.3743135763,-0.3510592496,1
-1.040565665,0.2777715182,0
-1.00833401,0.9043472749,0
0.2799355058,1.510391445,1
1.906004155,0.9193533316,1
-1.75454648,2.609945167,0
1.43348428,2.930518668,1
0.2579473328,0.009395744676,0
1.968343764,0.810273206,1
1.257048987,1.700278648,1
-0.3788393247,-0.05752883078,0
-0.8153097254,1.271542409,0
0.9904116739,-1.267253413,0
1.496948084,0.7593003521,1
-0.4931356588,0.6852460374,0
1.908911724,2.003748248,1
0.5541217848,-0.4809177057,1
0.9990581345,0.04593707787,1
0.3955162915,-0.676259421,1
1.533841904,0.1268215527,1
0.00580864981,-0.2772144466,1
0.7014113119,1.539131098,1
0.3454462167,1.229004552,1
0.2637119617,-0.1538291126,0
1.388487918,1.026094801,1
-1.104160927,1.194239569,0
1.406431389,-0.04226908632,1
-0.4767233837,-0.9302015856,1
2.191973171,0.7105118805,0
-0.5114730693,-0.3909637045,0
1.049260665,-1.018435193,0
0.2011663926,0.5540113122,0
1.241795501,-0.9676462051,1
-0.1660739258,0.1424115678,1
0.8434408591,-2.388656283,0
0.04864713191,0.2590952031,0
1.470139689,2.573690172,1
-0.09071432285,-0.5731786763,0
1.130043063,0.2084557869,1
-0.8871715942,1.784553727,0
0.8471089232,1.62743525,1
-0.4198892083,2.38043916,0
-0.7055711978,0.160802743,0
0.1345257397,0.2266371932,0
1.363386956,2.444829511,1
0.2507720097,-0.1486281635,0
0.8977392052,1.247196018,1
0.411109055,-2.421298737,0
0.242164212,1.737703823,0
1.097527204,1.390874148,1
0.16615102,-0.1073760997,0
1.18300299,0.9073450079,0
-1.205073561,-1.181461087,0
0.6814038302,0.4486214419,1
1.338174609,1.553335573,1
-0.5827359025,1.044026161,1
1.382584483,0.4466315318,0
0.2548178757,0.2493037842,0
0.9569017644,0.6305432163,0
1.119761879,-1.320802362,0
0.4124529289,1.278144802,0
-2.232593705,-0.4838862541,0
0.1476942217,0.05773246252,0
0.2118869135,-0.6007757755,0
-1.086866756,-0.2874052208,0
-1.789673457,0.2290939361,0
0.4616693028,0.7351687141,0
-0.2491903372,1.901231086,1
2.061417209,0.4325112858,0
0.2631372818,-0.5957951107,0
1.351511718,0.3694464476,0
0.03116339937,0.2402893466,0
1.751538828,1.059065115,1
0.05326393123,0.534223306,0
2.00557293,-0.2757575701,1
-1.038331902,-1.02691993,1
1.888147844,2.189999221,1
1.668764161,0.8686262099,1
0.8458483419,1.415928509,1
-0.4091638847,-0.8675656669,0
-0.2991022505,1.262224212,0
1.282766968,1.350079217,1
2.214039365,0.8204824025,1
0.4658107922,1.285791716,1
-1.701767091,-1.741700606,0
2.484580984,0.3731289974,0
1.671574565,2.486827198,1
-0.391211614,0.3152792819,0
2.188846719,1.18614301,1
1.933693902,0.6829687643,1
0.4922823737,1.082761615,0
0.522948308,2.231009311,1
1.667322519,0.5680559651,1
1.089558824,0.358646858,0
-0.7200727323,1.232214436,1
1.224494982,1.401771172,1
0.2981757028,-0.7727253056,0
0.2660766614,1.142776425,0
0.04618361652,0.5652184478,0
2.186073075,2.202405357,1
-0.2113169331,-1.115343871,0
-0.002785449289,-1.056586574,0
0.3156653181,2.059394989,0
-0.1780695273,1.14712929,0
-1.386001257,-0.8150876533,0
0.2141300437,0.8681526112,0
1.225456377,0.5341857775,1
0.6348349186,-0.6987095259,1
0.8676850835,-1.100250564,1
-2.17987024,0.9780111641,1
1.208406049,1.560801157,0
1.901030176,2.521388096,1
-1.33783118,1.260144955,0
-0.675467245,0.8300111065,0
1.448521361,0.3173646604,0
-1.154850677,1.151964089,0
0.4784586892,-2.010886353,0
-0.4920167311,0.9897879189,0
1.410141957,-0.1210051587,1
1.050138025,0.08727694755,1
-0.2832318293,0.6958521596,0
1.388521873,1.928730687,1
0.5069528142,0.3902915744,1
-0.784232873,1.646192961,1
0.07227773125,1.562931935,1
-1.047858625,-0.3106472694,0
-0.6041191579,1.15385086,1
1.369400066,3.080884048,1
-0.1727666906,-0.2815680281,0
0.3539410658,-0.2470919899,0
0.5207513556,0.1500071429,0
1.756468837,0.8170466038,1
0.4069217411,0.7905023981,0
0.02039140321,2.469243959,1
1.579525525,0.7533312609,1
0.2218047392,-0.8567851444,0
3.190104779,2.974907943,1
1.00791834,1.119809476,1
0.3828997857,-1.704527742,0
-0.09482560881,1.862274128,0
1.048895851,2.126187666,1
0.9813866459,2.601342523,1
0.5653764238,2.434247524,1
0.1773536578,2.644988062,0
0.6217604421,-1.036936702,0
0.5804933206,0.2043519253,1
1.835573289,0.5077363199,1
0.7143103296,-0.5208462064,0
0.1197377482,1.122951182,1
0.03631027438,0.5101012963,1
0.4481534001,-1.189550602,0
0.412464215,0.1255624765,1
-1.045710647,-0.2937530848,0
2.716897446,2.144300451,1
-0.9663275643,-0.5753101927,0
-1.523595448,0.8099678191,0
0.2163066116,-0.3212789237,1
1.231648194,-2.19889768,1
1.073552077,0.8668249027,1
1.88721343,-0.6100087315,0
0.2316070522,0.1182628026,1
0.236156407,-0.9988502714,0
2.128488888,0.2924848528,1
0.3409841515,0.01265006849,1
0.7037242081,-0.8967360483,0
-1.832171101,-1.358847352,0
2.758754539,-1.129400631,1
1.994757762,-1.209407488,1
0.3193250028,3.461089132,1
0.8298177778,-0.06324679113,0
2.313182899,2.524542446,1
-1.288668584,-0.1775911286,0
-0.599877899,-0.1442765584,0
1.346083414,0.3066706241,0
0.06747288944,0.6400706481,0
0.4361661657,-1.246669453,0
0.07019722861,-0.3797748471,0
1.891488844,1.304781761,1
1.512931641,-0.9335257391,1
1.106217264,2.297338321,1
-2.101692648,1.062757418,0
0.6400106305,-2.10177638,0
1.729240977,0.1209995248,1
-1.239538873,0.1048497416,0
-1.171598908,0.84184231,0
1.517598596,2.526127196,1
0.1943250681,-0.6373413732,0
-0.9747935819,3.338170676,1
0.1779782959,0.9512406755,1
0.3138430989,-0.2241279022,0
0.6766768692,0.5617247539,0
0.4156807802,1.310790517,1
0.8525435115,1.254883875,1
0.1206478943,2.996161142,1
2.323923674,1.247370609,1
0.1745882775,-0.98427428,0
-0.6676882828,-0.8397548857,0
-0.1563014322,2.472624682,1
-1.266887369,0.6838291539,0
2.811554719,-0.5563489611,1
0.8264881558,-0.6055252303,1
0.6004789098,1.025054551,1
-0.2132438145,0.6164883748,0
0.3697902139,0.3219523566,1
-0.1070104931,-1.680170249,0
1.034928404,-0.1251717349,1
1.015003532,2.645751097,1
-0.2625977987,1.496970012,1
0.89243098,1.000082063,0
0.4470405669,2.164993318,1
0.3413366528,0.3739937922,1
-0.7038260165,-0.3730350003,0
-0.05247169313,0.8319946144,1
1.267797665,1.416684836,1
1.894981972,2.089504843,1
-0.7229892186,1.869881452,0
-0.8431257854,1.81430217,1
-0.02711459761,1.821585842,1
0.5517140507,2.926630887,1
-0.2314353114,0.7949412376,1
-0.598731689,1.189002966,0
-0.5515268243,0.5782825101,0
-0.01549002212,0.6149520506,0
-1.454954466,-0.2145279243,0
1.580113373,-0.3942326079,1
1.660938819,0.3448343094,0
2.429117205,1.349083602,1
0.4159558527,0.4245569266,1
0.6686551612,-0.09673483996,0
0.5502538059,-0.8818934576,0
0.9564748371,0.1265890019,1
0.1770056412,-0.4809634133,0
0.6830437969,-1.328438248,0
1.883375804,0.416521843,1
0.1883277366,1.713734606,1
1.74769139,2.456117917,1
2.666462523,3.075437811,1
1.882181642,0.5998666235,1
1.536462915,1.200106824,0
-1.583519357,1.336173927,1
0.5957090626,-0.2373540795,0
1.26425127,1.402203064,1
2.027084697,2.102125708,1
-0.1256261576,0.5016989253,1
0.4938589082,0.4786796518,1
0.900536733,-0.4097800309,0
-1.059668557,-0.6267740476,0
0.2423142575,1.198882515,0
-0.01693858291,-0.7638492051,0
0.8040693331,0.4123848537,1
0.5726986421,0.3112031016,0
-0.1155007874,1.230325803,1
0.2198832184,0.5901499583,1
-0.1392487954,1.683621339,0
-1.201182365,-0.6306358127,0
1.230921802,-0.1710859573,0
0.2012328626,-0.9267505384,1
1.7863296,0.6950022962,1
-0.8755033069,-1.322956559,0
0.7041972061,-0.9162650535,0
-1.608848674,-1.955859628,0
1.408615401,-0.8925043262,0
2.135133005,0.9249387799,1
0.4474164919,0.7558182284,1
-0.8256406321,-0.4147720385,0
1.457802513,0.6750962505,1
-1.526106222,-0.5049904126,0
0.03475208679,-0.03460352976,0
0.1924115651,0.8897736067,1
-0.2543101153,0.2749805222,0
-0.6438487711,-0.2009622505,0
0.2016313671,0.5663403064,1
1.704794158,0.7782223169,0
0.7805434833,0.6028734794,0
-0.4798629822,0.9675743083,1
-0.8758134048,1.195103425,0
0.8574490293,0.08264899224,0
0.9686868438,-0.1611726441,0
-0.3850826957,0.9314085105,1
0.6986048487,0.1651172966,0
1.265029116,0.08279993721,1
-0.9416699651,-0.8736279249,1
-0.4031977184,0.2814711382,0
0.8638366836,1.834035811,1
1.048491805,-0.0009584389088,1
-1.320582787,1.073072767,0
0.2369844958,-0.6464558347,1
0.3770562614,0.4412117273,1
-0.5356757167,1.706015822,0
-0.5189974473,0.3559364859,0
-0.1326329109,-0.3024775424,0
0.3096366151,0.2522858353,0
1.774225725,1.196343199,0
1.870888754,-0.4451599224,1
1.31686339,1.31785975,0
-0.480755685,-0.4900365311,0
-1.00392315,0.7083849263,0
1.801425276,0.3857764408,1
-0.01621093988,1.683723322,0
0.7303178001,-0.03116300317,0
-0.8823002246,-1.328816749,0
1.648577099,1.470076425,1
-0.1752494864,1.301229982,0
-0.4609009845,1.188263175,0
-0.3667557657,0.09350037018,0
0.4904334172,0.8120753236,0
1.774141316,0.578431921,1
-0.3664141577,0.5910376546,0
0.3443098284,0.3628129161,0
1.340816394,-1.89526602,1
0.73833686,-1.000605508,0
1.986915193,1.207844601,1
1.811221387,0.1649947318,0
0.5348296135,0.970922509,1
2.4600099,1.089374619,1
1.117074375,2.207667653,1
-0.09480120541,1.354122219,1
-0.650484486,-2.332626182,0
1.46596012,2.947709642,1
0.7237607119,-1.906546104,0
-0.01626785673,1.958142626,1
-0.7638842566,-1.564318838,0
-0.5331166569,1.423439977,0
0.1366319781,0.7220009539,1
-1.88008499,0.3842775561,0
-1.219313713,-0.9861599285,1
0.6181928845,1.729563165,1
0.2520792896,0.4163022121,0
0.6555856068,0.6173232668,0
-1.362334074,0.9496166236,0
-0.3453391174,1.178508869,1
0.4720713969,0.78929193,1
1.003342453,0.1890931534,1
2.0087816,0.5568857895,1
0.7177220692,1.20649462,0
-0.3678281711,-0.8377896239,0
0.3601553046,-1.843095772,0
0.1564607609,0.01246707327,1
0.07434575565,0.6060426797,0
0.937576707,0.6971477564,1
2.40430229,1.604493656,1
0.4935550838,-2.00046108,0
-0.770785046,-2.982541912,0
-0.7605548258,0.2641085697,0
0.6669084671,2.004692887,1
-1.564466004,-1.710995223,0
-0.2300203781,0.5260432193,0
0.8563407904,2.190263574,1
0.466526879,-0.004383541911,0
0.6121253521,0.9010908393,0
1.098916409,1.190407634,1
-0.6299926866,0.7370656247,1
-0.2210465311,1.821015541,1
-0.6051049236,1.912797586,0
0.6522914486,-0.5578411422,0
1.618523971,0.912268333,1
-0.2494382731,-0.9906854548,0
3.35973041,1.155213544,1
1.561567585,-0.1563993695,0
1.239919398,1.158451943,0
0.7006581546,1.419748169,0
1.458541754,1.787985453,1
1.385576036,2.046764344,1
-1.805029128,-0.7048362167,0
-0.05128435679,0.0450680819,1
-0.2221367867,0.4368173757,0
0.1278724954,0.02002025726,0
-0.1244565228,1.999188881,0
0.2722767812,-1.921644483,0
-2.10330055,0.6195808062,0
0.5056643028,0.6030507851,0
0.06213755581,-0.7619577962,0
-0.1874499588,-0.967577165,0
0.9273120345,-0.3392618382,0
-0.04553338337,-0.6415112152,1
0.7631051474,2.457332804,1
1.284418411,3.700728947,1
-0.8530113086,-0.3412843284,0
-2.003343978,-0.6392951792,0
-0.1530401103,-0.3108583505,1
0.9352794128,-0.09613675552,1
0.7509802563,0.4105555783,1
0.9817339508,2.208767941,1
0.3407231559,4.193007285,1
-0.3122638326,0.2771740359,1
1.137008258,0.0979466027,1
0.8334770055,-0.1679932099,1
1.637834883,1.450789429,1
-0.7476847829,0.3442209118,0
-2.020851991,0.1009258023,0
-2.604459978,-0.4443037171,0
-0.4014692145,1.359204699,0
0.1279091621,0.7642610293,0
-0.232312522,0.7208638198,0
